State/Country,Year,Category of occupation,Code Version, Employed Person ('000) 
Pulau Pinang,1987,Administrative and managerial workers ,DOC 1980,7.5
Perak,1987,Administrative and managerial workers ,DOC 1980,8.4
Perlis,1987,Administrative and managerial workers ,DOC 1980,0.8
Selangor,1987,Administrative and managerial workers ,DOC 1980,32.9
Terengganu,1987,Administrative and managerial workers ,DOC 1980,2.2
Sabah,1987,Administrative and managerial workers ,DOC 1980,8.6
Sarawak,1987,Administrative and managerial workers ,DOC 1980,5.9
W.P. Kuala Lumpur,1987,Administrative and managerial workers ,DOC 1980,23.8
W.P Labuan,1987,Administrative and managerial workers ,DOC 1980,0.4
W.P.Putrajaya,1987,Administrative and managerial workers ,DOC 1980,
Malaysia,1987,Clerical and related workers,DOC 1980,566.1
Johor,1987,Clerical and related workers,DOC 1980,52.9
Kedah,1987,Clerical and related workers,DOC 1980,26.9
Kelantan,1987,Clerical and related workers,DOC 1980,17.1
Melaka,1987,Clerical and related workers,DOC 1980,15.9
Negeri Sembilan,1987,Clerical and related workers,DOC 1980,16.6
Pahang,1987,Clerical and related workers,DOC 1980,24.0
Pulau Pinang,1987,Clerical and related workers,DOC 1980,44.2
Perak,1987,Clerical and related workers,DOC 1980,45.9
Perlis,1987,Clerical and related workers,DOC 1980,3.7
Selangor,1987,Clerical and related workers,DOC 1980,132.4
Terengganu,1987,Clerical and related workers,DOC 1980,14.3
Sabah,1987,Clerical and related workers,DOC 1980,35.9
Sarawak,1987,Clerical and related workers,DOC 1980,42.1
W.P. Kuala Lumpur,1987,Clerical and related workers,DOC 1980,92.4
W.P Labuan,1987,Clerical and related workers,DOC 1980,1.7
W.P.Putrajaya,1987,Clerical and related workers,DOC 1980,
Malaysia,1987,Sales workers,DOC 1980,711.9
Johor,1987,Sales workers,DOC 1980,80.7
Kedah,1987,Sales workers,DOC 1980,46.9
Kelantan,1987,Sales workers,DOC 1980,46.0
Melaka,1987,Sales workers,DOC 1980,23.4
Negeri Sembilan,1987,Sales workers,DOC 1980,23.9
Pahang,1987,Sales workers,DOC 1980,31.1
Pulau Pinang,1987,Sales workers,DOC 1980,57.9
Perak,1987,Sales workers,DOC 1980,86.3
Perlis,1987,Sales workers,DOC 1980,7.5
Selangor,1987,Sales workers,DOC 1980,112.8
Terengganu,1987,Sales workers,DOC 1980,26.7
Sabah,1987,Sales workers,DOC 1980,36.0
Sarawak,1987,Sales workers,DOC 1980,53.8
W.P. Kuala Lumpur,1987,Sales workers,DOC 1980,77.7
W.P Labuan,1987,Sales workers,DOC 1980,1.4
W.P.Putrajaya,1987,Sales workers,DOC 1980,
Malaysia,1987,Service workers,DOC 1980,704.3
Johor,1987,Service workers,DOC 1980,79.9
Kedah,1987,Service workers,DOC 1980,39.8
Kelantan,1987,Service workers,DOC 1980,32.3
Melaka,1987,Service workers,DOC 1980,22.3
Negeri Sembilan,1987,Service workers,DOC 1980,25.5
Pahang,1987,Service workers,DOC 1980,38.3
Pulau Pinang,1987,Service workers,DOC 1980,38.3
Perak,1987,Service workers,DOC 1980,83.5
Perlis,1987,Service workers,DOC 1980,8.9
Selangor,1987,Service workers,DOC 1980,115.0
Terengganu,1987,Service workers,DOC 1980,22.4
Sabah,1987,Service workers,DOC 1980,42.2
Sarawak,1987,Service workers,DOC 1980,52.9
W.P. Kuala Lumpur,1987,Service workers,DOC 1980,83.0
W.P Labuan,1987,Service workers,DOC 1980,2.3
W.P.Putrajaya,1987,Service workers,DOC 1980,
Malaysia,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,"1,845.8"
Johor,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,244.4
Kedah,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,180.6
Kelantan,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,142.0
Melaka,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,43.5
Negeri Sembilan,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,94.1
Pahang,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,150.7
Pulau Pinang,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,35.1
Perak,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,218.6
Perlis,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,22.3
Selangor,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,113.2
Terengganu,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,72.8
Sabah,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,191.5
Sarawak,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,331.8
W.P. Kuala Lumpur,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,4.2
W.P Labuan,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,1.1
W.P.Putrajaya,1987,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,
Malaysia,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,"1,586.1"
Johor,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,217.0
Kedah,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,95.5
Kelantan,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,84.8
Melaka,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,51.7
Negeri Sembilan,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,42.0
Pahang,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,63.5
Pulau Pinang,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,175.4
Perak,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,180.0
Perlis,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,13.4
Selangor,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,273.3
Terengganu,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,53.1
Sabah,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,86.7
Sarawak,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,114.1
W.P. Kuala Lumpur,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,131.2
W.P Labuan,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,4.5
W.P.Putrajaya,1987,"Production and related workers, transport equipment operators and labourers",DOC 1980,
Malaysia,1986,Total,DOC 1980,"5,760.1"
Johor,1986,Total,DOC 1980,700.4
Kedah,1986,Total,DOC 1980,418.0
Kelantan,1986,Total,DOC 1980,340.2
Melaka,1986,Total,DOC 1980,169.8
Negeri Sembilan,1986,Total,DOC 1980,213.5
Pahang,1986,Total,DOC 1980,315.4
Pulau Pinang,1986,Total,DOC 1980,391.4
Perak,1986,Total,DOC 1980,669.9
Perlis,1986,Total,DOC 1980,57.6
Selangor,1986,Total,DOC 1980,777.1
Terengganu,1986,Total,DOC 1980,218.4
Sabah,1986,Total,DOC 1980,405.5
Sarawak,1986,Total,DOC 1980,614.3
W.P. Kuala Lumpur,1986,Total,DOC 1980,455.0
W.P Labuan,1986,Total,DOC 1980,13.6
W.P.Putrajaya,1986,Total,DOC 1980,
Malaysia,1986,"Professional, technical and related workers",DOC 1980,449.0
Johor,1986,"Professional, technical and related workers",DOC 1980,46.1
Kedah,1986,"Professional, technical and related workers",DOC 1980,28.5
Kelantan,1986,"Professional, technical and related workers",DOC 1980,25.9
Melaka,1986,"Professional, technical and related workers",DOC 1980,14.0
Negeri Sembilan,1986,"Professional, technical and related workers",DOC 1980,18.3
Pahang,1986,"Professional, technical and related workers",DOC 1980,21.7
Pulau Pinang,1986,"Professional, technical and related workers",DOC 1980,32.4
Perak,1986,"Professional, technical and related workers",DOC 1980,48.5
Perlis,1986,"Professional, technical and related workers",DOC 1980,4.3
Selangor,1986,"Professional, technical and related workers",DOC 1980,80.1
Terengganu,1986,"Professional, technical and related workers",DOC 1980,19.7
Sabah,1986,"Professional, technical and related workers",DOC 1980,24.7
Sarawak,1986,"Professional, technical and related workers",DOC 1980,41.2
W.P. Kuala Lumpur,1986,"Professional, technical and related workers",DOC 1980,42.6
W.P Labuan,1986,"Professional, technical and related workers",DOC 1980,1.0
W.P.Putrajaya,1986,"Professional, technical and related workers",DOC 1980,
Malaysia,1986,Administrative and managerial workers ,DOC 1980,140.4
Johor,1986,Administrative and managerial workers ,DOC 1980,12.4
Kedah,1986,Administrative and managerial workers ,DOC 1980,4.7
Kelantan,1986,Administrative and managerial workers ,DOC 1980,3.7
Melaka,1986,Administrative and managerial workers ,DOC 1980,2.6
Negeri Sembilan,1986,Administrative and managerial workers ,DOC 1980,3.6
Pahang,1986,Administrative and managerial workers ,DOC 1980,4.2
Pulau Pinang,1986,Administrative and managerial workers ,DOC 1980,13.0
Perak,1986,Administrative and managerial workers ,DOC 1980,10.1
Perlis,1986,Administrative and managerial workers ,DOC 1980,0.6
Selangor,1986,Administrative and managerial workers ,DOC 1980,41.3
Terengganu,1986,Administrative and managerial workers ,DOC 1980,3.1
Sabah,1986,Administrative and managerial workers ,DOC 1980,8.2
Sarawak,1986,Administrative and managerial workers ,DOC 1980,6.3
W.P. Kuala Lumpur,1986,Administrative and managerial workers ,DOC 1980,26.1
W.P Labuan,1986,Administrative and managerial workers ,DOC 1980,0.4
W.P.Putrajaya,1986,Administrative and managerial workers ,DOC 1980,
Malaysia,1986,Clerical and related workers,DOC 1980,544.9
Johor,1986,Clerical and related workers,DOC 1980,49.4
Kedah,1986,Clerical and related workers,DOC 1980,25.1
Kelantan,1986,Clerical and related workers,DOC 1980,18.8
Melaka,1986,Clerical and related workers,DOC 1980,16.1
Negeri Sembilan,1986,Clerical and related workers,DOC 1980,15.8
Pahang,1986,Clerical and related workers,DOC 1980,23.6
Pulau Pinang,1986,Clerical and related workers,DOC 1980,47.1
Perak,1986,Clerical and related workers,DOC 1980,48.1
Perlis,1986,Clerical and related workers,DOC 1980,2.8
Selangor,1986,Clerical and related workers,DOC 1980,121.9
Terengganu,1986,Clerical and related workers,DOC 1980,13.0
Sabah,1986,Clerical and related workers,DOC 1980,34.2
Sarawak,1986,Clerical and related workers,DOC 1980,37.5
W.P. Kuala Lumpur,1986,Clerical and related workers,DOC 1980,89.5
W.P Labuan,1986,Clerical and related workers,DOC 1980,2.0
W.P.Putrajaya,1986,Clerical and related workers,DOC 1980,
Malaysia,1986,Sales workers,DOC 1980,638.5
Johor,1986,Sales workers,DOC 1980,70.3
Kedah,1986,Sales workers,DOC 1980,43.9
Kelantan,1986,Sales workers,DOC 1980,40.3
Melaka,1986,Sales workers,DOC 1980,19.0
Negeri Sembilan,1986,Sales workers,DOC 1980,21.7
Pahang,1986,Sales workers,DOC 1980,28.5
Pulau Pinang,1986,Sales workers,DOC 1980,53.5
Perak,1986,Sales workers,DOC 1980,79.9
Perlis,1986,Sales workers,DOC 1980,6.4
Selangor,1986,Sales workers,DOC 1980,90.8
Terengganu,1986,Sales workers,DOC 1980,23.0
Sabah,1986,Sales workers,DOC 1980,35.0
Sarawak,1986,Sales workers,DOC 1980,51.6
W.P. Kuala Lumpur,1986,Sales workers,DOC 1980,73.0
W.P Labuan,1986,Sales workers,DOC 1980,1.6
W.P.Putrajaya,1986,Sales workers,DOC 1980,
Malaysia,1986,Service workers,DOC 1980,686.6
Johor,1986,Service workers,DOC 1980,81.9
Kedah,1986,Service workers,DOC 1980,35.7
Kelantan,1986,Service workers,DOC 1980,36.4
Melaka,1986,Service workers,DOC 1980,23.9
Negeri Sembilan,1986,Service workers,DOC 1980,27.4
Pahang,1986,Service workers,DOC 1980,33.0
Pulau Pinang,1986,Service workers,DOC 1980,33.0
Perak,1986,Service workers,DOC 1980,88.0
Perlis,1986,Service workers,DOC 1980,6.8
Selangor,1986,Service workers,DOC 1980,105.6
Terengganu,1986,Service workers,DOC 1980,22.6
Sabah,1986,Service workers,DOC 1980,38.7
Sarawak,1986,Service workers,DOC 1980,51.7
W.P. Kuala Lumpur,1986,Service workers,DOC 1980,81.7
W.P Labuan,1986,Service workers,DOC 1980,2.2
W.P.Putrajaya,1986,Service workers,DOC 1980,
Malaysia,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,"1,757.2"
Johor,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,225.2
Kedah,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,181.0
Kelantan,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,135.1
Melaka,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,42.3
Negeri Sembilan,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,80.1
Pahang,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,140.7
Pulau Pinang,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,33.6
Perak,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,217.5
Perlis,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,23.9
Selangor,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,98.8
Terengganu,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,79.5
Sabah,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,181.2
Sarawak,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,312.8
W.P. Kuala Lumpur,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,4.0
W.P Labuan,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,1.3
W.P.Putrajaya,1986,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,
Malaysia,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,"1,543.6"
Johor,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,215.1
Kedah,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,99.1
Kelantan,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,79.9
Melaka,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,51.8
Negeri Sembilan,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,46.6
Pahang,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,63.8
Pulau Pinang,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,160.9
Perak,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,177.7
Perlis,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,12.7
Selangor,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,238.6
Terengganu,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,57.4
Sabah,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,83.4
Sarawak,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,113.2
W.P. Kuala Lumpur,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,138.1
W.P Labuan,1986,"Production and related workers, transport equipment operators and labourers",DOC 1980,5.1
